RA,Fase,Turma,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,INDE 22,Cg,Cf,Ct,Nº Av,Avaliador1,Avaliador2,Avaliador3,Avaliador4,IAA,IEG,IPS,IDA,Mat,Por,Ing,IPV,IAN,Fase_Ideal,Defasagem,IPP,INDE 23,INDE_ano_atual,pedra_ano_atual,ano,Fase_Ideal_1,Fase_Ideal_2
RA-353,FASE 3,3D,Feminino,2022,Pública,,,Topázio,8.264,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,8.8,9.9,2.52,8.4,8.5,7.3,9.5,8.67,10.0,Fase 3 (7° e 8° ano),0,7.8125,,8.309016667,Topázio,2023,Fase 3,7° e 8° ano
RA-1153,FASE 3,3D,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,7.9,10.0,7.52,7.2,6.7,7.8,7.0,8.63,5.0,Fase 4 (9° ano),-1,7.65625,,7.968658333,Ametista,2023,Fase 4,9° ano
RA-183,FASE 3,3D,Feminino,2022,Pública,,,Ametista,7.3,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,7.9,9.7,2.52,7.7,7.0,8.0,8.2,8.795,5.0,Fase 4 (9° ano),-1,7.96875,,7.586241667,Ametista,2023,Fase 4,9° ano
RA-342,FASE 3,3D,Feminino,2021,Pública,,Quartzo,Ágata,6.941,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,7.5,8.6,7.52,6.6,6.3,7.8,5.7,8.505,5.0,Fase 5 (1° EM),-2,7.96875,,7.539875,Ametista,2023,Fase 5,1° EM
RA-187,FASE 3,3D,Feminino,2019,Privada - Programa de Apadrinhamento,Ametista,Topázio,Ametista,7.928,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,7.5,9.9,2.52,6.9,7.3,8.7,4.7,8.255,10.0,Fase 3 (7° e 8° ano),0,7.96875,,7.809875,Ametista,2023,Fase 3,7° e 8° ano
RA-190,FASE 3,3D,Feminino,2022,Pública,,,Ametista,7.335,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,7.9,9.5,2.52,5.7,5.8,5.2,6.0,7.9575,5.0,Fase 4 (9° ano),-1,7.65625,,6.934158333,Ágata,2023,Fase 4,9° ano
RA-347,FASE 3,3D,Feminino,2019,Pública,Topázio,Ametista,Ametista,7.908,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,6.7,9.5,2.52,7.3,6.7,6.2,9.0,7.7925,10.0,Fase 3 (7° e 8° ano),0,7.8125,,7.61835,Ametista,2023,Fase 3,7° e 8° ano
RA-234,FASE 3,3D,Masculino,2022,Pública,,,Ágata,6.719,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,6.7,8.0,2.52,5.6,6.3,5.3,5.3,5.595,10.0,Fase 3 (7° e 8° ano),0,4.84375,,6.248741667,Ágata,2023,Fase 3,7° e 8° ano
RA-1154,FASE 3,3F,Masculino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,9.6,9.3,5.63,5.1,5.3,5.0,5.0,7.67,10.0,Fase 3 (7° e 8° ano),0,7.65625,,7.701125,Ametista,2023,Fase 3,7° e 8° ano
RA-249,FASE 3,3F,Masculino,2017,Pública,Ágata,Ágata,Quartzo,5.097,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,0.0,8.2,5.0,4.9,6.2,5.3,3.2,6.545,5.0,Fase 5 (1° EM),-2,5.15625,,5.444625,Quartzo,2023,Fase 5,1° EM
RA-380,FASE 3,3F,Masculino,2017,Pública,Ametista,Quartzo,Quartzo,4.556,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,0.0,6.4,2.52,4.5,7.0,4.0,2.5,6.5425,5.0,Fase 4 (9° ano),-1,6.71875,,4.912375,Quartzo,2023,Fase 4,9° ano
RA-250,FASE 3,3F,Feminino,2022,Pública,,,Ametista,7.958,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,0.0,9.3,5.63,8.3,7.7,8.8,8.3,8.625,10.0,Fase 3 (7° e 8° ano),0,7.96875,,7.598208333,Ametista,2023,Fase 3,7° e 8° ano
RA-367,FASE 3,3F,Feminino,2018,Pública,Topázio,Ametista,Ágata,6.95,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,8.8,8.7,2.52,5.9,7.0,5.5,5.2,7.7925,10.0,Fase 3 (7° e 8° ano),0,7.8125,,7.38685,Ametista,2023,Fase 3,7° e 8° ano
RA-1155,FASE 3,3F,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,9.2,9.2,5.63,8.0,6.7,8.2,9.0,8.2925,5.0,Fase 4 (9° ano),-1,7.5,,7.821633333,Ametista,2023,Fase 4,9° ano
RA-1156,FASE 3,3F,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,8.3,9.2,2.52,5.3,6.2,6.0,3.7,7.7925,10.0,Fase 3 (7° e 8° ano),0,7.96875,,7.340775,Ametista,2023,Fase 3,7° e 8° ano
RA-368,FASE 3,3F,Masculino,2018,Pública,Ametista,Ametista,Ágata,6.969,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,0.0,7.7,2.52,6.7,5.0,7.2,7.8,7.34,5.0,Fase 4 (9° ano),-1,7.03125,,5.796458333,Quartzo,2023,Fase 4,9° ano
RA-387,FASE 3,3F,Masculino,2019,Pública,Ágata,Ágata,Ágata,6.323,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,0.0,6.8,2.52,3.0,4.3,2.8,1.8,7.0075,5.0,Fase 4 (9° ano),-1,6.875,,4.794333333,Quartzo,2023,Fase 4,9° ano
RA-388,FASE 3,3F,Feminino,2019,Pública,Ágata,Ágata,Ágata,6.654,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,0.0,7.4,5.63,4.2,6.0,4.3,2.2,7.835,5.0,Fase 5 (1° EM),-2,6.875,,5.630833333,Quartzo,2023,Fase 5,1° EM
RA-374,FASE 3,3F,Feminino,2021,Privada,,Ágata,Ametista,7.747,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,8.8,8.3,5.63,5.4,6.3,6.3,3.7,7.9175,10.0,Fase 3 (7° e 8° ano),0,7.65625,,7.533891667,Ametista,2023,Fase 3,7° e 8° ano
RA-377,FASE 3,3F,Feminino,2021,Pública,,Quartzo,Ágata,6.743,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,9.6,7.6,5.0,4.8,6.0,5.7,2.8,7.6275,10.0,Fase 3 (7° e 8° ano),0,7.34375,,7.205041667,Ametista,2023,Fase 3,7° e 8° ano
RA-223,FASE 3,3G,Feminino,2022,Pública,,,Quartzo,4.966,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,0.0,4.5,7.52,3.8,5.5,4.0,1.8,7.1725,5.0,Fase 4 (9° ano),-1,7.5,,5.089833333,Quartzo,2023,Fase 4,9° ano
RA-236,FASE 3,3G,Feminino,2022,Pública,,,Ametista,7.11,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,10.0,7.5,7.52,4.5,6.3,4.0,3.3,7.2975,10.0,Fase 3 (7° e 8° ano),0,7.1875,,7.337116667,Ametista,2023,Fase 3,7° e 8° ano
RA-362,FASE 3,3G,Feminino,2018,Pública,Ágata,Quartzo,Ametista,7.413,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,0.0,7.5,7.52,5.1,5.7,6.8,2.8,7.0875,10.0,Fase 3 (7° e 8° ano),0,7.03125,,6.392625,Ágata,2023,Fase 3,7° e 8° ano
RA-381,FASE 3,3G,Masculino,2018,Pública,Ágata,Ágata,Ágata,6.454,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,0.0,8.4,6.89,3.9,5.3,5.3,1.2,6.84,5.0,Fase 4 (9° ano),-1,7.34375,,5.758041667,Quartzo,2023,Fase 4,9° ano
RA-364,FASE 3,3G,Masculino,2019,Pública,Ametista,Topázio,Topázio,8.75,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,8.8,9.0,6.89,5.8,8.0,5.2,4.3,7.505,10.0,Fase 3 (7° e 8° ano),0,7.03125,,7.734891667,Ametista,2023,Fase 3,7° e 8° ano
RA-382,FASE 3,3G,Masculino,2017,Pública,Ametista,Ágata,Ágata,6.777,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,0.0,9.4,6.26,5.2,5.0,5.8,4.7,7.1725,5.0,Fase 5 (1° EM),-2,7.5,,6.223833333,Ágata,2023,Fase 5,1° EM
RA-383,FASE 3,3G,Masculino,2019,Pública,Topázio,Ametista,Topázio,8.4,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,9.2,8.8,3.14,6.5,6.3,6.2,7.0,7.5,10.0,Fase 3 (7° e 8° ano),0,7.5,,7.5408,Ametista,2023,Fase 3,7° e 8° ano
RA-384,FASE 3,3G,Feminino,2017,Pública,Ametista,Ametista,Ametista,7.558,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,0.0,9.1,2.52,7.3,6.3,7.2,8.3,7.335,10.0,Fase 3 (7° e 8° ano),0,7.65625,,6.757958333,Ágata,2023,Fase 3,7° e 8° ano
RA-1157,FASE 3,3G,Masculino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,9.2,8.8,6.26,5.7,5.0,6.3,5.7,7.0025,5.0,Fase 4 (9° ano),-1,7.5,,7.086633333,Ametista,2023,Fase 4,9° ano
RA-386,FASE 3,3G,Masculino,2019,Pública,Ágata,Ágata,Ágata,6.104,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,9.2,7.0,2.52,3.3,5.0,3.7,1.2,6.6325,5.0,Fase 4 (9° ano),-1,7.03125,,5.758425,Quartzo,2023,Fase 4,9° ano
RA-260,FASE 3,3G,Feminino,2019,Pública,Topázio,Ametista,Ametista,7.44,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,9.2,9.9,7.52,6.1,6.3,5.2,6.7,7.4175,10.0,Fase 3 (7° e 8° ano),0,7.34375,,8.080008333,Topázio,2023,Fase 3,7° e 8° ano
RA-390,FASE 3,3G,Feminino,2022,Pública,,,Ágata,6.776,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,7.9,8.8,2.52,4.8,5.7,5.8,3.0,7.005,10.0,Fase 3 (7° e 8° ano),0,7.34375,,6.905741667,Ágata,2023,Fase 3,7° e 8° ano
RA-1158,FASE 3,3G,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,7.5,8.6,2.52,4.3,5.3,5.0,2.7,7.34,5.0,Fase 4 (9° ano),-1,7.5,,6.306666667,Ágata,2023,Fase 4,9° ano
RA-391,FASE 3,3I,Feminino,2022,Pública,,,Ametista,7.117,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,7.9,7.5,2.52,3.5,4.2,5.0,1.3,7.585,10.0,Fase 3 (7° e 8° ano),0,7.5,,6.5107,Ágata,2023,Fase 3,7° e 8° ano
RA-1159,FASE 3,3I,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,5.8,6.6,2.52,3.1,5.2,1.5,2.5,7.1325,10.0,Fase 3 (7° e 8° ano),0,7.1875,,5.913883333,Quartzo,2023,Fase 3,7° e 8° ano
RA-392,FASE 3,3I,Masculino,2022,Pública,,,Ágata,6.418,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,9.6,9.5,2.52,4.6,6.2,4.7,2.8,7.17,5.0,Fase 5 (1° EM),-2,6.09375,,6.567208333,Ágata,2023,Fase 5,1° EM
RA-1160,FASE 3,3I,Masculino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,9.6,8.7,2.52,2.7,4.8,2.7,0.7,7.2575,10.0,Fase 3 (7° e 8° ano),0,6.875,,6.636166667,Ágata,2023,Fase 3,7° e 8° ano
RA-1161,FASE 3,3I,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,6.3,8.1,2.52,6.3,7.3,6.5,5.2,8.63,10.0,Fase 3 (7° e 8° ano),0,8.28125,,7.317791667,Ametista,2023,Fase 3,7° e 8° ano
RA-395,FASE 3,3I,Feminino,2018,Pública,Ametista,Topázio,Ametista,7.683,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,9.2,8.6,2.52,6.0,6.7,5.3,6.0,7.9175,10.0,Fase 3 (7° e 8° ano),0,7.96875,,7.469175,Ametista,2023,Fase 3,7° e 8° ano
RA-450,FASE 3,3K,Masculino,2021,Pública,,Ágata,Ametista,7.843,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,9.6,8.4,2.52,5.4,7.0,6.5,2.7,7.9175,5.0,Fase 4 (9° ano),-1,7.65625,,6.819625,Ágata,2023,Fase 4,9° ano
RA-463,FASE 3,3K,Feminino,2020,Pública,Quartzo,Quartzo,Ágata,6.41,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,9.2,5.4,2.52,4.0,6.3,4.3,1.3,7.795,10.0,Fase 3 (7° e 8° ano),0,7.8125,,6.382383333,Ágata,2023,Fase 3,7° e 8° ano
RA-298,FASE 3,3K,Masculino,2019,Pública,Ametista,Ágata,Ágata,6.409,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,9.6,8.6,2.52,5.5,7.7,4.5,4.2,7.7525,5.0,Fase 4 (9° ano),-1,7.5,,6.824333333,Ágata,2023,Fase 4,9° ano
RA-464,FASE 3,3K,Feminino,2022,Pública,,,Ágata,6.745,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,9.2,7.7,2.52,3.0,4.8,3.7,0.5,7.38,5.0,Fase 4 (9° ano),-1,7.96875,,6.081675,Quartzo,2023,Fase 4,9° ano
RA-465,FASE 3,3K,Masculino,2019,Pública,Topázio,Ametista,Ametista,8.012,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,7.5,9.4,2.52,8.5,8.3,8.2,9.0,8.17,10.0,Fase 3 (7° e 8° ano),0,7.96875,,8.012875,Topázio,2023,Fase 3,7° e 8° ano
RA-442,FASE 3,3K,Feminino,2022,Pública,,,Topázio,8.226,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,0.0,7.6,7.52,5.8,6.7,6.5,4.3,8.1275,10.0,Fase 3 (7° e 8° ano),0,7.5,,6.814166667,Ágata,2023,Fase 3,7° e 8° ano
RA-300,FASE 3,3K,Masculino,2022,Pública,,,Quartzo,5.557,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,5.0,7.5,2.52,4.5,4.5,5.3,3.8,6.5875,5.0,Fase 5 (1° EM),-2,6.40625,,5.616691667,Quartzo,2023,Fase 5,1° EM
RA-467,FASE 3,3K,Feminino,2022,Pública,,,Ágata,6.38,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,6.3,9.2,3.14,5.2,6.0,6.0,3.7,7.5425,5.0,Fase 4 (9° ano),-1,7.1875,,6.552916667,Ágata,2023,Fase 4,9° ano
RA-468,FASE 3,3K,Masculino,2022,Pública,,,Ágata,6.313,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,8.3,6.0,6.27,3.4,4.8,3.0,2.3,6.715,5.0,Fase 4 (9° ano),-1,7.34375,,5.911108333,Quartzo,2023,Fase 4,9° ano
RA-1162,FASE 3,3K,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,8.3,8.5,3.77,6.0,7.3,5.5,5.2,7.7525,10.0,Fase 3 (7° e 8° ano),0,7.8125,,7.44215,Ametista,2023,Fase 3,7° e 8° ano
RA-470,FASE 3,3K,Feminino,2019,Pública,Ametista,Ametista,Ametista,7.378,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,8.8,9.2,5.0,4.9,6.0,4.3,4.5,7.71,5.0,Fase 4 (9° ano),-1,7.5,,6.993766667,Ágata,2023,Fase 4,9° ano
RA-474,FASE 3,3K,Masculino,2019,Pública,Ametista,Ametista,Ágata,6.446,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,0.0,7.8,5.0,3.3,4.8,3.8,1.2,6.7575,5.0,Fase 4 (9° ano),-1,7.1875,,5.283583333,Quartzo,2023,Fase 4,9° ano
RA-476,FASE 3,3K,Feminino,2019,Pública,Ágata,Ametista,Ágata,6.931,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,7.9,7.0,2.52,4.1,5.0,4.5,2.7,7.505,10.0,Fase 3 (7° e 8° ano),0,7.34375,,6.492408333,Ágata,2023,Fase 3,7° e 8° ano
RA-478,FASE 3,3K,Feminino,2019,Pública,Ametista,Ametista,Ágata,6.709,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,6.7,7.3,2.52,4.4,4.3,4.7,4.3,7.2975,10.0,Fase 3 (7° e 8° ano),0,7.1875,,6.443616667,Ágata,2023,Fase 3,7° e 8° ano
RA-410,FASE 3,3K,Masculino,2018,Pública,Quartzo,Quartzo,Quartzo,5.675,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,8.8,5.8,7.52,4.9,5.0,4.8,4.8,6.0425,5.0,Fase 4 (9° ano),-1,6.71875,,6.140808333,Ágata,2023,Fase 4,9° ano
RA-411,FASE 3,3L,Feminino,2019,Privada,Ametista,Ametista,Ametista,7.232,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,6.2,9.0,7.52,6.6,5.7,6.7,7.3,7.5425,10.0,Fase 3 (7° e 8° ano),0,7.8125,,7.779983333,Ametista,2023,Fase 3,7° e 8° ano
RA-412,FASE 3,3L,Feminino,2018,Pública,Ágata,Ágata,Ametista,7.556,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,8.8,8.9,2.52,6.2,5.8,5.2,7.7,7.585,10.0,Fase 3 (7° e 8° ano),0,7.03125,,7.373891667,Ametista,2023,Fase 3,7° e 8° ano
RA-400,FASE 3,3L,Masculino,2018,Pública,Ágata,Quartzo,Ágata,6.042,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,9.2,9.0,2.52,4.1,4.8,4.7,2.8,7.375,5.0,Fase 4 (9° ano),-1,7.65625,,6.529425,Ágata,2023,Fase 4,9° ano
RA-414,FASE 3,3L,Feminino,2021,Pública,,Ágata,Ametista,7.284,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,0.0,9.5,7.52,6.5,6.0,7.0,6.5,7.585,10.0,Fase 3 (7° e 8° ano),0,7.8125,,7.25025,Ametista,2023,Fase 3,7° e 8° ano
RA-415,FASE 3,3L,Feminino,2019,Pública,Topázio,Ametista,Ametista,7.695,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,7.1,8.2,7.52,3.7,2.8,4.0,4.3,7.8325,10.0,Fase 3 (7° e 8° ano),0,7.8125,,7.18805,Ametista,2023,Fase 3,7° e 8° ano
RA-1163,FASE 3,3L,Masculino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,8.8,9.3,7.52,7.2,7.0,6.7,8.0,7.75,5.0,Fase 4 (9° ano),-1,7.65625,,7.749391667,Ametista,2023,Fase 4,9° ano
RA-273,FASE 3,3L,Feminino,2018,Pública,Ametista,Ametista,Quartzo,5.679,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,7.9,7.4,2.52,5.0,5.3,6.8,3.0,7.6275,5.0,Fase 4 (9° ano),-1,7.8125,,6.337116667,Ágata,2023,Fase 4,9° ano
RA-471,FASE 3,3L,Feminino,2020,Pública,Ágata,Ágata,Ágata,6.535,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,0.0,9.0,6.27,5.0,6.3,4.0,4.8,8.125,10.0,Fase 3 (7° e 8° ano),0,7.96875,,6.855541667,Ágata,2023,Fase 3,7° e 8° ano
RA-416,FASE 3,3L,Masculino,2018,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,7.913,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,9.2,9.8,2.52,7.6,7.0,7.0,8.8,8.3375,10.0,Fase 3 (7° e 8° ano),0,8.28125,,8.144425,Topázio,2023,Fase 3,7° e 8° ano
RA-417,FASE 3,3L,Feminino,2022,Pública,,,Topázio,8.428,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,5.4,9.7,7.52,7.8,6.7,8.3,8.3,8.2125,10.0,Fase 3 (7° e 8° ano),0,8.28125,,8.257658333,Topázio,2023,Fase 3,7° e 8° ano
RA-305,FASE 3,3L,Masculino,2019,Pública,Ametista,Ágata,Ágata,6.058,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,0.0,8.9,7.52,5.2,5.2,4.8,5.7,7.75,5.0,Fase 5 (1° EM),-2,7.65625,,6.394291667,Ágata,2023,Fase 5,1° EM
RA-418,FASE 3,3L,Feminino,2020,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,8.175,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,8.8,10.0,2.52,8.1,6.7,8.3,9.3,8.045,10.0,Fase 2 (5° e 6° ano),1,8.125,,8.1686,Topázio,2023,Fase 2,5° e 6° ano
RA-419,FASE 3,3L,Feminino,2019,Privada - Programa de Apadrinhamento,Ametista,Ametista,Ametista,7.359,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,6.7,9.5,2.52,7.6,7.0,7.3,8.5,7.875,10.0,Fase 3 (7° e 8° ano),0,8.125,,7.7261,Ametista,2023,Fase 3,7° e 8° ano
RA-421,FASE 3,3L,Masculino,2021,Pública,,Topázio,Topázio,8.717,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,9.2,9.9,2.52,7.3,8.0,6.2,7.8,8.17,10.0,Fase 3 (7° e 8° ano),0,7.8125,,8.030716667,Topázio,2023,Fase 3,7° e 8° ano
RA-407,FASE 3,3L,Masculino,2022,Pública,,,Ametista,7.195,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,9.6,8.6,7.52,7.3,7.3,7.2,7.3,7.5,5.0,Fase 4 (9° ano),-1,7.8125,,7.665083333,Ametista,2023,Fase 4,9° ano
RA-425,FASE 3,3L,Masculino,2022,Pública,,,Topázio,8.117,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,9.2,9.9,2.52,7.5,6.7,7.3,8.5,8.3775,10.0,Fase 3 (7° e 8° ano),0,7.8125,,8.10555,Topázio,2023,Fase 3,7° e 8° ano
RA-426,FASE 3,3M,Feminino,2022,Pública,,,Ágata,6.35,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,5.4,7.6,5.0,5.0,4.7,5.2,5.0,7.5425,5.0,Fase 4 (9° ano),-1,7.65625,,6.329158333,Ágata,2023,Fase 4,9° ano
RA-430,FASE 3,3M,Masculino,2022,Pública,,,Ametista,7.585,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,9.2,9.3,2.52,6.4,7.3,5.5,6.5,7.75,5.0,Fase 4 (9° ano),-1,7.8125,,7.146716667,Ametista,2023,Fase 4,9° ano
RA-1164,FASE 3,3M,Masculino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,9.2,7.5,2.52,4.8,7.0,7.5,0.0,7.545,10.0,Fase 3 (7° e 8° ano),0,7.65625,,6.910091667,Ágata,2023,Fase 3,7° e 8° ano
RA-1165,FASE 3,3M,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,9.2,9.1,5.0,7.3,7.0,6.0,9.0,7.2925,10.0,Fase 3 (7° e 8° ano),0,7.1875,,7.880716667,Ametista,2023,Fase 3,7° e 8° ano
RA-432,FASE 3,3M,Feminino,2019,Pública,Quartzo,Quartzo,Ágata,6.34,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,8.8,9.0,2.52,5.2,5.0,6.3,4.2,8.0425,5.0,Fase 5 (1° EM),-2,7.8125,,6.850183333,Ágata,2023,Fase 5,1° EM
RA-303,FASE 3,3M,Masculino,2019,Pública,Ametista,Ágata,Ágata,6.03,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,0.0,7.3,7.52,5.1,5.7,5.2,4.5,7.05,5.0,Fase 5 (1° EM),-2,7.65625,,5.914291667,Quartzo,2023,Fase 5,1° EM
RA-420,FASE 3,3M,Feminino,2019,Privada - Programa de Apadrinhamento,Topázio,Ametista,Ametista,7.461,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,8.3,9.3,2.52,5.3,5.7,5.8,4.3,7.96,10.0,Fase 3 (7° e 8° ano),0,7.65625,,7.356358333,Ametista,2023,Fase 3,7° e 8° ano
RA-1166,FASE 3,3M,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,8.3,9.6,7.52,4.8,5.3,2.8,6.2,7.9175,5.0,Fase 5 (1° EM),-2,7.65625,,7.307858333,Ametista,2023,Fase 5,1° EM
RA-1167,FASE 3,3M,Masculino,2023,Pública,,,,,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,8.8,7.6,2.52,3.8,6.0,3.7,1.8,7.9625,2.5,Fase 6 (2° EM),-3,7.65625,,6.021891667,Quartzo,2023,Fase 6,2° EM
RA-424,FASE 3,3M,Feminino,2022,Pública,,,Ametista,7.94,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-4,Avaliador-8,8.8,9.9,2.52,6.4,5.0,6.7,7.5,7.7925,10.0,Fase 3 (7° e 8° ano),0,7.8125,,7.72685,Ametista,2023,Fase 3,7° e 8° ano
RA-398,FASE 3,3N,Feminino,2022,Pública,,,Ametista,7.742,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,6.7,8.1,2.52,6.5,9.3,5.8,4.5,7.7925,10.0,Fase 2 (5° e 6° ano),1,7.5,,7.153766667,Ametista,2023,Fase 2,5° e 6° ano
RA-399,FASE 3,3N,Feminino,2022,Pública,,,Ágata,6.58,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,7.9,8.2,2.52,4.7,5.0,4.2,4.8,8.165,10.0,Fase 3 (7° e 8° ano),0,7.5,,7.000033333,Ametista,2023,Fase 3,7° e 8° ano
RA-428,FASE 3,3N,Masculino,2022,Pública,,,Ametista,7.683,,,,4.0,Avaliador-21,Avaliador-6,Avaliador-34,Avaliador-8,8.3,9.5,2.52,7.2,9.3,4.7,7.7,8.0425,10.0,Fase 3 (7° e 8° ano),0,7.8125,,7.821816667,Ametista,2023,Fase 3,7° e 8° ano
